seed,domain,exact_local_utility,hungarian_utility,percent_of_exact_local,selected_ues,allowed_ues,demand_copies,physical_slots,fully_selected_before_repair,partially_selected_before_repair,repair_drops,refills,swap_used
62,1,70.69041504348223,70.69041504348223,100.0,5,12,48,20,4,1,0,1,False
62,2,88.87590478068964,88.52388474343486,99.60391960214254,5,12,53,20,4,1,1,2,True
62,3,78.69382980509388,78.69382980509388,100.0,4,12,46,20,4,1,0,0,True
62,4,70.63938317888189,70.63938317888189,100.0,6,10,35,20,5,1,0,1,False
62,5,64.44416920425998,64.44416920425998,100.0,5,10,40,20,5,1,0,0,False
62,6,71.5540512010862,69.17906073701272,96.68084416716097,6,12,44,20,6,1,0,0,False
62,7,78.78567953696992,78.78567953696992,100.0,5,12,45,20,5,0,1,1,False
62,8,75.90191762561959,75.90191762561959,100.0,5,12,48,20,5,1,0,0,True
62,9,81.27047535853667,81.27047535853667,100.0,5,10,40,20,5,1,0,0,False
63,0,71.47442956391045,71.47442956391045,100.0,7,10,32,20,7,0,0,0,False
63,1,59.51032237857651,59.294481042535224,99.63730437441053,6,12,45,20,5,0,1,2,False
63,2,67.31038469958372,62.471172864367524,92.8106014297581,5,12,51,20,5,1,0,0,True
63,3,78.69977578189413,78.69977578189413,100.0,5,12,53,20,5,0,1,1,False
63,4,67.08171402188998,67.08171402188998,100.0,6,10,36,20,6,1,0,0,True
63,5,74.80541022207892,74.80541022207892,100.0,5,10,40,20,5,1,0,0,True
63,6,62.833830119658025,62.833830119658025,100.0,5,12,51,20,5,1,0,0,True
63,7,74.33717344694236,74.33717344694236,100.0,5,12,45,20,5,1,0,0,False
63,8,76.39232914437069,75.79696172001272,99.22064501629107,5,12,48,20,5,1,0,0,False
63,9,76.54626146387436,74.67176989873201,97.5511651003008,5,10,37,20,4,1,0,1,False
64,0,68.48200784286193,64.75280276209884,94.55447467410697,5,10,35,20,5,1,0,0,True
64,1,69.21382844100808,63.01472579810181,91.0435489806927,6,12,39,20,6,1,0,0,True
64,2,69.33653570839778,69.33653570839778,100.0,5,12,53,20,4,1,0,1,False
64,3,74.62589299940767,74.62589299940767,100.0,5,12,49,20,4,1,0,1,False
64,4,75.12332055015915,74.496877785616,99.16611411748649,6,10,34,20,5,1,0,1,False
64,5,84.50108250763776,84.50108250763776,100.0,4,10,47,20,4,1,0,0,False
64,6,65.90397136457719,62.68835491502671,95.12075466323286,5,12,46,20,5,1,0,0,True
64,7,72.98334638230058,72.98334638230058,100.0,6,12,47,20,5,1,0,1,False
64,8,69.97548895643493,69.97548895643493,100.0,5,12,52,20,4,1,1,2,True
64,9,60.69975647636729,55.24664595010147,91.01625633640074,7,10,34,20,7,0,1,1,False
65,0,72.7134517189125,68.15584283263934,93.7320966361335,5,10,39,20,5,1,0,0,False
65,1,68.81813585048948,65.03807566040396,94.50717439034113,5,12,39,20,5,0,1,1,True
65,2,75.95107205070768,75.95107205070768,100.0,5,12,52,20,5,0,1,1,True
65,3,81.12105984219237,81.12105984219237,100.0,5,12,58,20,4,1,1,2,True
65,4,62.74935765507241,62.74935765507241,100.0,5,10,47,20,5,0,0,0,False
65,5,72.39513857422294,72.39513857422294,100.0,5,10,41,20,5,0,1,1,False
65,6,71.65362486476307,71.17432403331473,99.33108641418636,5,12,49,20,5,0,1,1,False
65,7,87.96316715123575,87.96316715123575,100.0,5,12,42,20,5,1,0,0,True
65,8,75.42491429915292,68.39441142847647,90.67880562277894,3,12,54,20,3,1,0,0,False
65,9,62.04879451291107,62.04879451291107,100.0,6,10,35,20,5,1,2,3,False
66,0,73.57050418408295,68.48103283678427,93.08218503632358,3,10,47,20,4,0,1,0,False
66,1,77.5053895103719,76.38173546816819,98.55022463689014,4,12,51,20,4,1,0,0,False
66,2,65.05560022852127,64.11117060464468,98.54827313780969,3,12,61,20,3,1,0,0,True
66,3,66.08788775423318,66.08788775423318,100.0,5,12,51,20,4,1,0,1,True
66,4,64.95354092156272,64.95354092156272,100.0,5,10,38,20,5,1,0,0,True
66,5,70.6219411680843,70.6219411680843,100.0,5,10,39,20,5,0,1,1,True
66,6,70.75787065650488,64.61302962331304,91.31567841686184,5,12,42,20,6,0,1,0,True
66,7,68.26819282553276,68.26819282553276,100.0,4,12,59,20,3,1,0,1,False
66,8,74.83301314604087,74.83301314604087,100.0,4,12,58,20,4,1,0,0,False
66,9,73.42614760618622,73.42614760618622,100.0,5,10,39,20,5,1,0,0,True
67,0,76.97758958538427,74.8859635236592,97.2828116949479,6,10,35,20,6,1,0,0,False
67,1,71.63402997366086,71.63402997366086,100.0,4,12,47,20,4,1,0,0,False
67,2,81.56121936615759,81.56121936615759,100.0,5,12,49,20,5,0,0,0,False
67,3,74.15123274642842,74.15123274642842,100.0,5,12,55,20,4,1,0,1,True
67,4,74.06648974121099,69.3626919942237,93.64922279505562,5,10,36,20,5,1,0,0,False
67,5,59.659663292949276,55.32074543427731,92.72721698517405,6,10,38,20,6,1,1,1,False
67,6,67.08683544682351,67.08683544682351,100.0,4,12,57,20,4,1,1,1,True
67,7,91.1988364399274,91.1988364399274,100.0,5,12,49,20,5,0,0,0,False
67,8,91.93195836552792,91.93195836552792,100.0,5,12,51,20,4,0,1,2,False
67,9,63.30577581278569,62.115171866698915,98.11928069627051,6,10,38,20,4,0,1,3,False
68,0,66.20723377691738,66.20723377691738,100.0,5,10,39,20,6,0,1,0,True
68,1,71.70782004590275,65.74721524165676,91.6876502445195,5,12,42,20,6,0,1,0,False
68,2,78.22773757873551,76.87291274846942,98.2681017344999,5,12,44,20,5,1,0,0,False
68,3,61.15074045917197,59.599193145677475,97.46274975275172,6,12,43,20,5,1,0,1,False
68,4,73.18345843411547,67.69060335910052,92.49440352704843,5,10,33,20,6,0,1,0,False
68,5,75.72343832016517,74.25187113164893,98.056655612633,6,10,36,20,6,1,0,0,False
68,6,70.42759158295952,70.42759158295952,100.0,6,12,48,20,6,1,0,0,True
68,7,75.27613731423833,70.27428026293268,93.35532184598485,6,12,43,20,6,1,0,0,False
68,8,77.3594101066049,70.19622404805743,90.74038174712518,6,12,50,20,5,1,0,1,False
68,9,79.13555122267039,75.44451004800189,95.33579899597501,5,10,46,20,3,1,0,2,False
69,0,76.82129664460841,75.73375293413855,98.58432002846675,5,10,34,20,4,1,0,1,False
69,1,68.94049077475351,68.94049077475351,100.0,5,12,46,20,3,1,0,2,True
69,2,75.9123348494641,74.13340773239025,97.65660334305156,4,12,52,20,4,1,0,0,False
69,3,73.11677479962162,71.17660046524394,97.34647166851275,6,12,48,20,5,1,0,1,True
69,4,64.76655666852125,63.79054217870619,98.49302704973131,5,10,40,20,5,1,0,0,False
69,5,81.71234538412442,76.07039715872835,93.09535395309774,5,10,38,20,4,1,0,1,True
69,6,69.13651543981098,68.62357848208256,99.25808098012263,5,12,49,20,5,1,0,0,False
69,7,73.53877995540103,73.46031446809761,99.8933005315685,4,12,53,20,3,1,0,1,False
69,8,71.83888374472816,71.23438134937282,99.15853036149146,4,12,54,20,4,0,1,1,False
69,9,66.66719212195481,66.66719212195481,100.0,5,10,36,20,5,1,0,0,True
70,0,69.75691985202458,69.75691985202458,100.0,4,10,43,20,4,1,1,1,True
70,1,86.0842082064149,86.0842082064149,100.0,5,12,55,20,5,1,0,0,True
70,2,60.391544882383464,60.391544882383464,100.0,5,12,54,20,4,1,0,1,False
70,3,73.72577923931826,73.00034737188227,99.0160404204326,5,12,53,20,4,1,0,1,True
70,4,71.65329310869171,71.65329310869171,100.0,5,10,39,20,5,1,0,0,False
70,5,74.12699393742545,74.12699393742545,100.0,5,10,36,20,5,1,0,0,True
70,6,69.21670276341987,69.21670276341987,100.0,5,12,51,20,5,1,0,0,False
70,7,62.52294958133675,62.52294958133675,100.0,5,12,52,20,4,1,0,1,True
70,8,76.36236537635915,71.73115341299011,93.93521672548555,4,12,46,20,4,1,0,0,False
70,9,78.65222414252597,78.65222414252597,100.0,5,10,37,20,4,0,1,2,True
71,0,75.24989825389542,69.69698100975236,92.62069800359417,6,10,36,20,6,1,0,0,False
71,1,72.08481456544568,71.23768224021069,98.82481167449507,4,12,57,20,4,1,0,0,False
71,2,66.80094822111057,66.07700260318882,98.9162644585141,5,12,42,20,5,1,0,0,False
71,3,79.89827896021838,79.89827896021838,100.0,5,12,51,20,4,1,0,1,False
71,4,69.25134679727174,68.05640290529313,98.27448281189864,4,10,43,20,4,1,0,0,True
71,5,65.16793594175788,65.16793594175788,100.0,5,10,45,20,4,1,1,2,False
71,6,78.82130135794839,78.82130135794839,100.0,5,12,52,20,4,1,0,1,False
71,7,73.97805136880324,73.97805136880324,100.0,5,12,45,20,5,0,0,0,False
71,8,81.35946330933291,81.35946330933291,100.0,5,12,43,20,5,1,0,0,False
71,9,58.15915203939606,58.15915203939606,100.0,5,10,35,20,5,0,0,0,False
72,0,80.29157962401933,80.29157962401933,100.0,5,10,41,20,5,1,0,0,False
72,1,72.1977110073517,66.29564348331061,91.82513206902073,5,12,45,20,6,0,1,0,False
72,2,72.43098006843839,72.43098006843839,100.0,5,12,45,20,5,1,0,0,False
72,3,67.45765696347392,67.45765696347392,100.0,5,12,46,20,5,0,0,0,False
72,4,62.72914368277335,62.72914368277335,100.0,5,10,43,20,5,1,0,0,False
72,5,68.48809731735687,68.48809731735687,100.0,5,10,40,20,4,1,0,1,False
72,6,63.847453314442,63.538178536638036,99.51560358048923,5,12,50,20,4,1,1,2,True
72,7,69.78758328074466,65.42156448448284,93.74384583759263,4,12,53,20,4,1,0,0,True
72,8,75.91667952548804,74.57738316864156,98.2358338573056,6,12,48,20,5,1,0,1,True
72,9,68.83649592095914,64.6876039178265,93.97283091240354,7,10,29,20,7,1,0,0,True
73,0,74.57052744143074,74.57052744143074,100.0,5,10,44,20,5,1,0,0,True
73,1,78.30308327629028,74.24508534343632,94.81757580536716,6,12,41,20,6,1,0,0,True
73,2,79.09560854245,79.09560854245,100.0,5,12,45,20,4,1,0,1,False
73,3,75.46457468573901,73.2519427988481,97.06798601051543,5,12,52,20,4,1,0,1,True
73,4,57.85711025487409,55.320808399700105,95.6162659282481,6,10,40,20,5,1,0,1,True
73,5,66.93041652955625,66.64445142401313,99.57274267758838,5,10,43,20,5,0,1,1,False
73,6,64.23827630044019,62.59668054525284,97.44452085309752,4,12,55,20,4,1,1,1,True
73,7,70.87669241913524,68.7533854283306,97.00422392985232,5,12,50,20,5,1,0,0,True
73,8,68.46841970997508,68.46841970997508,100.0,5,12,51,20,5,0,0,0,False
73,9,66.99006425805412,66.54702665869176,99.33865177729086,5,10,44,20,4,1,0,1,True
74,0,67.05248963069552,67.05248963069552,100.0,4,10,41,20,4,1,1,1,False
74,1,74.08340288504311,74.0156680281349,99.90856945784022,5,12,47,20,5,1,0,0,True
74,2,64.98833181100699,59.753661381396945,91.94521495822815,6,12,44,20,6,1,0,0,False
74,3,65.84837485968796,63.41198579702535,96.30000122576426,4,12,43,20,4,1,0,0,True
74,4,85.56644556237639,85.56644556237639,100.00000000000001,5,10,45,20,4,1,0,1,False
74,5,77.89575332716166,77.89575332716166,100.0,5,10,44,20,4,1,0,1,False
74,6,71.92462381950449,65.59212201886385,91.1956414029608,6,12,50,20,5,1,0,1,True
74,7,68.07461479236758,65.84283341771345,96.72156591489907,4,12,56,20,3,1,0,1,True
74,8,81.48998325821978,75.49492718386166,92.64319879001398,5,12,50,20,6,0,1,0,False
74,9,83.08141651117904,78.53017332963786,94.52194802079622,7,10,31,20,6,1,0,1,False
75,0,85.67191126623706,85.67191126623706,100.0,4,10,48,20,4,1,0,0,False
75,1,85.12913659987218,85.12913659987218,100.0,5,12,49,20,4,1,0,1,False
75,2,85.61273079530983,85.61273079530983,100.0,5,12,55,20,4,1,0,1,False
75,3,73.01730896049612,68.31463221708995,93.55950416366287,5,12,50,20,4,1,0,1,False
75,4,66.29698801650206,66.29698801650206,100.0,5,10,44,20,4,1,0,1,False
75,5,90.50545702809053,90.50545702809053,100.0,5,10,43,20,5,1,0,0,False
75,6,86.42508491925796,86.42508491925796,100.0,4,12,46,20,5,0,1,0,False
75,7,81.76383937495527,81.32148786163805,99.45898881865287,5,12,52,20,4,1,0,1,False
75,8,87.28348753463608,87.28348753463608,100.0,5,12,47,20,5,0,0,0,False
75,9,79.91422940402009,79.91422940402009,100.0,6,10,40,20,5,1,0,1,False
76,0,73.95689954918274,73.95689954918274,100.0,5,10,41,20,5,1,0,0,True
76,1,87.96378107357782,87.96378107357782,99.99999999999999,6,12,45,20,5,1,0,1,False
76,2,75.24524371963102,75.24524371963102,100.0,5,12,49,20,4,1,1,2,False
76,3,67.76913060281343,63.204568127589596,93.26454030821765,5,12,43,20,4,1,0,1,False
76,4,63.47564923060828,59.98878055591826,94.50676170003058,6,10,35,20,6,1,0,0,False
76,5,62.09963236171308,58.566224857866565,94.31009915925847,6,10,38,20,6,1,1,1,False
76,6,87.82526213793317,87.82526213793317,100.0,5,12,50,20,5,0,0,0,False
76,7,69.77141413232783,69.77141413232783,100.0,5,12,52,20,5,0,1,1,False
76,8,69.20470366571737,69.20470366571737,100.0,5,12,50,20,5,0,0,0,False
76,9,71.1021853970978,71.1021853970978,100.0,5,10,46,20,5,0,0,0,False
77,0,57.28727295062452,57.28727295062452,100.0,4,10,43,20,3,1,0,1,False
77,1,76.25966014157345,76.25966014157345,100.0,4,12,53,20,3,1,0,1,True
77,2,66.79808235575041,66.54014726390966,99.6138585379337,5,12,46,20,5,1,0,0,False
77,3,71.54839790101668,69.25185223127573,96.79022069380491,7,12,40,20,7,1,0,0,False
77,4,72.47583688609345,72.47583688609345,100.0,5,10,40,20,5,1,0,0,False
77,5,66.44473990617529,66.44473990617529,100.0,4,10,48,20,4,1,0,0,False
77,6,73.4226662234565,73.4226662234565,100.0,4,12,55,20,3,1,0,1,True
77,7,76.91360723342859,76.91360723342859,100.0,5,12,45,20,5,0,0,0,False
77,8,78.1718267352017,76.38587793746409,97.71535491451758,5,12,44,20,5,1,0,0,False
77,9,61.7301397520053,61.7301397520053,100.0,4,10,45,20,4,1,0,0,True
78,0,81.6897980704881,81.6897980704881,100.0,5,10,41,20,4,1,0,1,False
78,1,70.44792173063252,70.44792173063252,100.0,5,12,50,20,4,1,0,1,True
78,2,94.68340071120289,88.04736483969602,92.99134185964901,7,12,37,20,6,0,1,2,False
78,3,88.36043681109328,88.36043681109328,100.0,6,12,46,20,5,1,0,1,True
78,4,75.32405744378939,75.32405744378939,100.0,6,10,34,20,5,0,1,2,False
78,5,72.82129713244332,72.82129713244332,100.0,5,10,41,20,5,0,1,1,False
78,6,74.08411932589883,72.33823544542551,97.64337634521495,6,12,45,20,5,1,0,1,False
78,7,82.39761290176352,78.8010641198526,95.63512988392173,6,12,49,20,5,0,1,2,True
78,8,81.02194439732969,81.02194439732969,100.0,5,12,48,20,4,1,0,1,False
78,9,71.98174813062295,71.98174813062295,100.0,5,10,42,20,5,0,1,1,False
79,0,63.108786330581204,60.573165652853625,95.98214317663265,5,10,37,20,5,1,0,0,True
79,1,77.13817050853754,77.03303314741343,99.86370254773871,4,12,54,20,4,1,1,1,True
79,2,85.55418972758193,81.8110842812518,95.62487184058575,5,12,50,20,5,1,0,0,True
79,3,74.20374248436546,70.99792950410531,95.67971523682164,6,12,47,20,5,1,0,1,True
79,4,60.60438271189379,56.98981740866319,94.03580212933804,7,10,33,20,6,1,0,1,True
79,5,70.27045411855421,68.05315706232341,96.84462398308972,5,10,37,20,4,1,1,2,False
79,6,66.30663317051905,66.30663317051905,100.0,5,12,44,20,4,1,0,1,True
79,7,78.59818154044835,76.19164192775435,96.93817393032745,5,12,49,20,5,1,0,0,True
79,8,80.31649419532091,73.98296016700981,92.11427977308291,5,12,47,20,5,1,0,0,False
79,9,73.26478739279263,71.27275521894377,97.2810510413836,6,10,36,20,6,1,0,0,False
80,0,66.94122395169644,64.06949690485168,95.710076874428,5,10,39,20,5,1,0,0,True
80,1,75.930826962539,75.930826962539,100.0,5,12,56,20,5,1,0,0,True
80,2,64.02791490174894,64.02791490174894,100.0,5,12,52,20,5,1,0,0,True
80,3,77.14461090083427,76.9137287969751,99.70071518779716,5,12,48,20,5,1,0,0,False
80,4,58.93432469283699,55.64054624123926,94.41110342951283,5,10,43,20,5,1,0,0,True
80,5,70.06792890996925,70.06792890996925,100.0,6,10,35,20,6,0,0,0,False
80,6,73.68745685644905,73.68745685644905,100.0,6,12,43,20,6,1,0,0,False
80,7,74.31714996498604,74.31714996498604,100.0,5,12,50,20,4,1,0,1,False
80,8,69.13652812999497,69.13652812999497,100.0,6,12,44,20,5,1,0,1,False
80,9,64.01921455056575,64.01921455056575,100.0,5,10,40,20,5,0,1,1,False
81,0,81.04797309414455,81.04797309414455,100.0,5,10,43,20,5,1,0,0,True
81,1,94.1096265254741,94.1096265254741,100.0,5,12,48,20,5,0,0,0,False
81,2,74.9560727385483,70.35206141761455,93.85772072532022,6,12,49,20,5,1,0,1,True
81,3,62.439231877962655,62.439231877962655,100.0,5,12,52,20,4,1,0,1,True
81,4,65.77874760722688,65.77874760722688,100.0,5,10,43,20,4,0,1,2,False
81,5,57.619962203284544,57.619962203284544,100.0,4,10,43,20,4,1,0,0,False
81,6,69.15880465205491,68.97926292589518,99.74039209170398,4,12,50,20,4,1,0,0,True
81,7,66.8560758060863,66.8560758060863,100.0,5,12,49,20,4,1,0,1,False
81,8,75.8820735604217,75.8820735604217,100.0,5,12,50,20,4,1,1,2,False
81,9,86.56135620528745,86.56135620528745,100.0,4,10,39,20,3,1,0,1,False
82,0,76.97831934247199,76.97831934247199,100.0,6,10,41,20,6,0,0,0,False
82,1,65.77375283141086,60.4801391263923,91.95178399112032,6,12,49,20,5,1,0,1,False
82,2,82.05796440659748,82.05796440659748,100.0,5,12,45,20,5,0,0,0,False
82,3,92.41251456347914,92.41251456347914,99.99999999999999,5,12,44,20,4,1,0,1,False
82,4,64.1773165449591,58.720412366348,91.49714498457054,5,10,35,20,4,1,0,1,True
82,5,66.631984418672,66.631984418672,100.0,5,10,36,20,5,0,0,0,False
82,6,65.34998839354553,61.04870670627089,93.41808347176469,5,12,52,20,6,0,1,0,True
82,7,82.21848131557002,82.21848131557002,100.00000000000001,4,12,60,20,3,1,0,1,False
82,8,93.11908350668496,93.11908350668496,100.0,5,12,54,20,3,1,0,2,False
82,9,81.5714994641076,76.87111682063772,94.23771455183547,5,10,41,20,6,0,1,0,False
83,0,64.50872482883199,59.45743618410062,92.16960394406416,6,10,35,20,6,1,0,0,True
83,1,73.93762451651169,73.93762451651169,100.0,5,12,52,20,4,0,1,2,True
83,2,77.00923148221699,76.37266870268556,99.1733941927749,5,12,52,20,4,1,0,1,True
83,3,73.36830338153459,73.36830338153459,100.0,4,12,52,20,4,0,1,1,True
83,4,79.72931494485323,79.72931494485323,100.0,5,10,39,20,5,1,0,0,False
83,5,69.4209441086559,66.14025590624091,95.27420975825373,5,10,36,20,5,1,0,0,True
83,6,69.52578745434737,69.01782816247022,99.2693944067722,7,12,41,20,7,0,1,1,True
83,7,74.45695413051001,74.45695413051001,100.0,5,12,54,20,4,1,0,1,False
83,8,77.73314108414363,77.73314108414363,100.0,5,12,44,20,5,1,0,0,True
83,9,77.65105909141023,74.61284985538455,96.08735634571433,6,10,33,20,6,0,1,1,False
84,0,64.15064809708366,64.15064809708366,100.0,6,10,39,20,5,1,0,1,False
84,1,89.61120730068889,87.67346536593027,97.83761206535634,6,12,45,20,5,0,1,2,False
84,2,80.69819387696342,80.69819387696342,100.0,5,12,53,20,4,1,0,1,False
84,3,73.65093697540487,73.65093697540487,100.0,5,12,48,20,4,1,0,1,True
84,4,56.34342840513623,56.34342840513623,100.0,7,10,27,20,7,1,0,0,False
84,5,73.34821635947945,73.0669510387699,99.61653420537036,6,10,37,20,6,1,0,0,False
84,6,82.32652555897609,78.07344502421195,94.83388797731132,5,12,50,20,6,0,1,0,True
84,7,68.8714738705224,68.8714738705224,100.0,6,12,44,20,6,1,0,0,True
84,8,66.91010612347604,66.91010612347604,100.0,5,12,52,20,4,1,0,1,True
84,9,76.0071633044395,70.27857576624143,92.46309520162889,5,10,35,20,5,1,0,0,False
85,0,84.39158976151009,84.39158976151009,100.0,6,10,35,20,6,0,0,0,False
85,1,80.69694007015373,80.69694007015373,100.0,5,12,45,20,5,1,0,0,True
85,2,72.79060828128992,72.79060828128992,100.0,4,12,55,20,3,1,0,1,False
85,3,80.24749637078666,80.24749637078666,100.0,5,12,51,20,4,1,0,1,True
85,4,62.84896246640663,62.84896246640663,100.0,6,10,33,20,6,1,0,0,True
85,5,55.48264384083977,52.29809132099925,94.26027258366439,6,10,29,20,7,0,1,0,True
85,6,69.88030713988525,69.88030713988525,100.0,5,12,55,20,4,0,1,2,False
85,7,72.35673758677211,72.35673758677211,100.0,5,12,47,20,4,1,0,1,False
85,8,74.08665695685981,73.95548090517221,99.82294240680345,5,12,51,20,3,1,0,2,False
85,9,75.31945876265819,75.31945876265819,100.0,6,10,32,20,6,0,0,0,False
86,0,68.06459756368727,68.06459756368727,100.0,5,10,42,20,5,1,0,0,True
86,1,65.15880835976779,65.15880835976779,100.0,5,12,49,20,5,1,0,0,False
86,2,82.4560993721572,82.4560993721572,100.00000000000001,4,12,51,20,4,0,1,1,False
86,3,93.28132669447955,93.28132669447955,100.0,5,12,41,20,5,1,0,0,False
86,4,81.77314651610408,81.77314651610408,100.0,5,10,41,20,5,0,0,0,False
86,5,72.85004567890793,72.85004567890793,100.0,5,10,42,20,4,1,1,2,False
86,6,73.60178192385837,73.60178192385837,100.0,5,12,51,20,4,1,1,2,False
86,7,69.20987637639871,69.20987637639871,100.0,5,12,45,20,5,0,0,0,False
86,8,69.98493891500517,67.5160225142055,96.47221753840766,6,12,37,20,6,1,0,0,False
86,9,68.46884211766798,68.46884211766798,100.0,5,10,37,20,4,1,0,1,False
87,0,62.34787133480198,57.10752826814569,91.59499281296043,5,10,32,20,6,0,1,0,False
87,1,79.79053624330687,79.79053624330687,100.0,5,12,48,20,5,0,0,0,False
87,2,75.65147974913522,74.55749498280323,98.55391491354868,4,12,51,20,4,1,0,0,False
87,3,78.63872191470462,75.99099752399269,96.6330526154993,6,12,44,20,6,1,0,0,True
87,4,74.4001995661803,68.60097740549358,92.20536746608023,5,10,34,20,6,0,1,0,False
87,5,75.80857465178012,75.80857465178012,100.0,5,10,38,20,5,0,1,1,False
87,6,74.19392854674409,74.19392854674409,100.0,5,12,42,20,5,0,0,0,False
87,7,66.16187050815238,66.16187050815238,100.0,5,12,50,20,5,0,0,0,False
87,8,69.75650706040763,66.46204354204905,95.27719540844318,6,12,48,20,5,1,0,1,False
87,9,66.13351836575,60.98324213973383,92.2123057213852,6,10,34,20,5,1,0,1,False
88,0,84.68049629921953,84.68049629921953,100.0,4,10,43,20,3,1,0,1,False
88,1,75.78382877413239,75.78382877413239,100.0,4,12,50,20,3,1,0,1,False
88,2,83.87456967726062,83.87456967726062,100.0,5,12,45,20,5,1,0,0,True
88,3,79.41754776421514,79.41754776421514,100.0,6,12,40,20,6,1,0,0,False
88,4,85.40658709589732,85.40658709589732,100.0,5,10,45,20,5,1,0,0,True
88,5,87.64168669983593,87.64168669983593,100.00000000000001,5,10,34,20,5,1,0,0,True
88,6,72.82008628164598,71.55777171318113,98.26652969953564,4,12,54,20,3,1,0,1,True
88,7,78.34182334213077,78.34182334213077,100.0,5,12,54,20,5,0,0,0,False
88,8,71.47685425870866,71.47685425870866,100.0,5,12,52,20,5,1,0,0,False
88,9,82.11754884729235,82.11754884729235,99.99999999999999,5,10,34,20,5,1,0,0,True
89,0,69.13017970140389,64.08530961558515,92.70236225681865,5,10,35,20,5,1,0,0,False
89,1,71.23481143291158,69.87040160440034,98.08463053236797,6,12,43,20,6,1,0,0,False
89,2,68.27474205838247,68.27474205838247,100.0,5,12,49,20,5,1,0,0,True
89,3,71.50248623641964,70.58334778109402,98.71453636970533,5,12,48,20,5,1,0,0,False
89,4,67.69454895829882,67.69454895829882,100.0,6,10,37,20,5,1,0,1,False
89,5,79.23033988576806,79.23033988576806,100.0,5,10,37,20,4,1,0,1,False
89,6,67.62848604843684,66.06328035633338,97.68558223973486,5,12,43,20,5,1,0,0,False
89,7,77.48556456006784,76.37849530817375,98.5712574230057,6,12,39,20,6,1,0,0,False
89,8,86.78114990140588,83.16395535220272,95.83181998243542,5,12,50,20,5,1,0,0,False
89,9,76.89891884635637,72.85605348091076,94.74262391968965,5,10,37,20,5,1,0,0,True
90,0,62.152442333419955,62.152442333419955,100.0,5,10,44,20,4,1,0,1,False
90,1,77.43527745389756,77.43527745389756,100.0,5,12,58,20,5,0,0,0,False
90,2,76.15409202216055,76.15409202216055,100.0,5,12,47,20,5,0,2,2,True
90,3,70.93850962452578,65.49195302300426,92.32214402254868,5,12,41,20,5,1,0,0,True
90,4,81.02635325284773,81.02635325284773,100.0,5,10,37,20,5,1,0,0,True
90,5,71.04875665211624,71.04875665211624,100.0,5,10,41,20,5,0,1,1,False
90,6,76.0876992577717,73.97425140978017,97.22235279998209,5,12,45,20,5,1,0,0,True
90,7,70.57486852434883,70.57486852434883,100.0,6,12,36,20,5,1,0,1,False
90,8,77.02843979187784,77.02843979187784,100.0,5,12,43,20,4,1,0,1,False
90,9,66.94101813669785,63.20426238907824,94.41783849180645,5,10,35,20,5,1,0,0,True
91,0,71.21545599506368,71.21545599506368,100.0,6,10,39,20,6,0,0,0,False
91,1,77.95084927611317,77.95084927611317,100.0,6,12,42,20,5,1,0,1,False
91,2,70.55145056918404,70.55145056918404,100.0,5,12,44,20,5,0,1,1,False
91,3,80.14669533819014,80.14669533819014,100.0,5,12,42,20,5,1,0,0,True
91,4,62.81534657068111,62.81534657068111,100.0,5,10,44,20,4,1,1,2,True
91,5,67.60528971253389,67.60528971253389,100.0,5,10,42,20,5,1,0,0,False
91,6,75.92953568208473,75.92953568208473,100.0,5,12,47,20,5,0,0,0,False
91,7,80.16328143331776,77.6099727200915,96.81486502601547,5,12,49,20,4,1,0,1,True
91,8,88.4960222783437,79.9809240986469,90.37798766489804,5,12,39,20,6,1,1,0,True
91,9,84.56690157547247,79.66533329683148,94.20391644091802,5,10,33,20,5,1,0,0,False
92,0,72.11743651811268,72.11743651811268,100.0,5,10,42,20,5,1,0,0,True
92,1,62.30261253419664,61.730403451308625,99.08156486604162,5,12,52,20,4,1,0,1,True
92,2,88.85468535229903,88.85468535229903,99.99999999999999,6,12,47,20,5,1,0,1,False
92,3,82.84838392207115,76.00051595887952,91.73445800749369,6,12,44,20,6,1,1,1,False
92,4,51.72924232108568,51.72924232108568,100.0,5,10,42,20,5,1,0,0,True
92,5,63.045345635195666,62.29522941336886,98.81019571822596,5,10,44,20,4,1,0,1,True
92,6,72.56189070229756,67.75071238030236,93.3695521499926,7,12,45,20,5,1,0,2,False
92,7,73.05137799474373,73.05137799474373,100.0,5,12,44,20,5,0,0,0,False
92,8,72.02410677502698,72.02410677502698,100.0,5,12,50,20,5,0,2,2,False
92,9,56.81207271338919,56.81207271338919,100.0,4,10,48,20,4,1,1,1,False
93,0,77.18211435366048,77.18211435366048,100.0,5,10,39,20,4,1,0,1,False
93,1,82.2579336851867,82.2579336851867,100.00000000000001,4,12,47,20,3,1,0,1,False
93,2,69.39171908887099,68.12750794500923,98.17815272418505,5,12,48,20,5,1,0,0,False
93,3,63.42429108037906,63.42429108037906,100.0,6,12,49,20,5,1,1,2,False
93,4,57.812054829019466,57.52391293166502,99.50158855587019,6,10,35,20,6,1,0,0,True
93,5,81.83152162732824,81.83152162732824,100.0,4,10,47,20,4,1,0,0,False
93,6,86.89649952428458,86.89649952428458,99.99999999999999,6,12,47,20,6,0,0,0,False
93,7,75.18297166767516,69.01454241100664,91.79544367581758,5,12,45,20,5,1,0,0,False
