variant,seed,resolved,normalized_utility,selected_ues,projection_switches,projection_gap_owner_evaluations
current_action_projection_gap,79,True,98.86789466924184,55,1,7
top1_projection_gap,79,True,98.86789466924184,55,1,7
unrestricted_top8_projection_gap,79,True,97.52971614759879,54,2,9
final_measured_gap_top1_completion,79,True,98.86789466924184,55,1,0
strict_measured_top16,80,False,nan,,0,0
unrestricted_top16_projection_gap,80,True,97.28127541037112,49,3,7
current_action_projection_gap,80,True,97.17410834399337,50,2,7
top1_projection_gap,80,True,97.17410834399337,50,2,7
unrestricted_top8_projection_gap,80,True,97.26801244637355,49,3,9
final_measured_gap_top1_completion,80,True,97.13816951093213,50,2,0
strict_measured_top16,81,True,98.74966761386116,48,0,0
unrestricted_top16_projection_gap,81,True,99.13505638874057,48,1,5
current_action_projection_gap,81,True,99.13505638874057,48,1,5
top1_projection_gap,81,True,98.74966761386116,48,0,6
unrestricted_top8_projection_gap,81,True,97.3196599022466,46,4,13
final_measured_gap_top1_completion,81,True,98.74966761386116,48,0,0
strict_measured_top16,82,False,nan,,0,0
unrestricted_top16_projection_gap,82,True,96.94792875467087,48,3,8
current_action_projection_gap,82,True,96.43876146981225,49,2,8
top1_projection_gap,82,True,95.75554867510326,49,2,8
unrestricted_top8_projection_gap,82,True,95.03901615877896,47,4,9
final_measured_gap_top1_completion,82,True,95.75554867510326,49,2,0
strict_measured_top16,83,False,nan,,0,0
unrestricted_top16_projection_gap,83,True,98.2937848170941,51,1,6
current_action_projection_gap,83,True,98.2937848170941,51,1,6
top1_projection_gap,83,True,98.11832082984743,51,1,6
unrestricted_top8_projection_gap,83,True,97.65973472632263,51,2,8
final_measured_gap_top1_completion,83,True,98.11832082984743,51,1,0
strict_measured_top16,84,False,nan,,0,0
unrestricted_top16_projection_gap,84,True,97.68560836558726,55,2,8
current_action_projection_gap,84,True,97.04247535479422,55,2,8
top1_projection_gap,84,True,95.76521513302872,54,2,8
unrestricted_top8_projection_gap,84,True,96.56435499917508,54,3,11
final_measured_gap_top1_completion,84,True,93.03102971809246,52,2,0
strict_measured_top16,85,False,nan,,0,0
unrestricted_top16_projection_gap,85,True,96.38785245966444,51,2,10
current_action_projection_gap,85,True,96.38785245966444,51,2,10
top1_projection_gap,85,True,94.55089968457831,50,2,11
unrestricted_top8_projection_gap,85,True,95.86678434278943,50,3,12
final_measured_gap_top1_completion,85,True,95.44442500137501,50,2,0
strict_measured_top16,86,False,nan,,0,0
unrestricted_top16_projection_gap,86,True,96.96165894133297,52,2,10
current_action_projection_gap,86,True,95.93053327997926,50,1,11
top1_projection_gap,86,True,95.93053327997926,50,1,11
unrestricted_top8_projection_gap,86,True,96.84756293062212,51,2,11
final_measured_gap_top1_completion,86,True,95.93053327997926,50,1,0
strict_measured_top16,87,False,nan,,0,0
unrestricted_top16_projection_gap,87,True,97.06655356741541,52,3,13
current_action_projection_gap,87,True,96.04517375231589,52,3,14
top1_projection_gap,87,True,93.68461441839352,51,3,14
unrestricted_top8_projection_gap,87,True,93.41642510683448,50,5,15
final_measured_gap_top1_completion,87,True,92.14017859220762,50,3,0
strict_measured_top16,88,False,nan,,0,0
unrestricted_top16_projection_gap,88,True,97.27540347551917,47,1,7
current_action_projection_gap,88,True,97.27540347551917,47,1,7
top1_projection_gap,88,True,97.27540347551917,47,1,7
unrestricted_top8_projection_gap,88,True,94.78235184351716,46,3,11
final_measured_gap_top1_completion,88,True,97.27540347551917,47,1,0
strict_measured_top16,89,False,nan,,0,0
unrestricted_top16_projection_gap,89,True,96.42993943855856,55,2,7
current_action_projection_gap,89,True,96.42993943855856,55,2,7
top1_projection_gap,89,True,94.02296451974134,53,2,7
unrestricted_top8_projection_gap,89,True,95.03160909277538,54,3,10
final_measured_gap_top1_completion,89,True,92.70573309405644,53,2,0
strict_measured_top16,90,False,nan,,0,0
unrestricted_top16_projection_gap,90,True,98.57939575169979,54,1,7
current_action_projection_gap,90,True,97.89578589513631,54,1,6
top1_projection_gap,90,True,97.49196044422798,53,1,6
unrestricted_top8_projection_gap,90,True,97.89578589513631,54,1,9
final_measured_gap_top1_completion,90,True,95.40294444999056,52,1,0
strict_measured_top16,91,False,nan,,0,0
unrestricted_top16_projection_gap,91,True,97.5445678199157,53,1,6
current_action_projection_gap,91,True,96.40968888083178,53,1,6
top1_projection_gap,91,True,95.46083360710689,52,1,6
unrestricted_top8_projection_gap,91,True,98.82874244313601,52,1,6
final_measured_gap_top1_completion,91,True,94.06508590339365,52,1,0
strict_measured_top16,92,False,nan,,0,0
unrestricted_top16_projection_gap,92,True,97.40677738969507,49,2,7
current_action_projection_gap,92,True,97.40677738969507,49,2,7
top1_projection_gap,92,True,94.25188862428024,48,3,9
unrestricted_top8_projection_gap,92,True,93.19242616972372,47,5,11
final_measured_gap_top1_completion,92,True,91.50536555250656,46,4,0
strict_measured_top16,93,True,98.53009945536878,50,0,0
unrestricted_top16_projection_gap,93,True,98.53009945536878,50,0,3
current_action_projection_gap,93,True,98.53009945536878,50,0,3
top1_projection_gap,93,True,98.53009945536878,50,0,3
unrestricted_top8_projection_gap,93,True,97.51678964904538,49,1,4
final_measured_gap_top1_completion,93,True,98.53009945536878,50,0,0
strict_measured_top16,94,False,nan,,0,0
unrestricted_top16_projection_gap,94,True,96.89256725050365,48,2,6
current_action_projection_gap,94,True,93.91255839298957,46,2,6
top1_projection_gap,94,True,93.5733170742265,46,2,6
unrestricted_top8_projection_gap,94,True,95.33821932564265,48,4,13
final_measured_gap_top1_completion,94,True,91.04304926418682,45,3,0
strict_measured_top16,95,False,nan,,0,0
unrestricted_top16_projection_gap,95,True,94.35629009626558,47,3,8
current_action_projection_gap,95,True,94.23583887870376,47,2,8
top1_projection_gap,95,True,90.82550401045515,47,3,8
unrestricted_top8_projection_gap,95,True,90.10768496073854,45,6,12
final_measured_gap_top1_completion,95,True,88.84677602747935,45,3,0
strict_measured_top16,96,False,nan,,0,0
unrestricted_top16_projection_gap,96,True,97.83801820957075,52,1,4
current_action_projection_gap,96,True,97.83801820957075,52,1,4
top1_projection_gap,96,True,97.83801820957075,52,1,4
unrestricted_top8_projection_gap,96,True,96.77977482860082,50,2,8
final_measured_gap_top1_completion,96,True,96.03579463235303,51,1,0
strict_measured_top16,97,False,nan,,0,0
unrestricted_top16_projection_gap,97,True,95.87606560124874,47,3,7
current_action_projection_gap,97,True,95.58514755287698,49,1,8
top1_projection_gap,97,True,94.93766515527744,48,1,9
unrestricted_top8_projection_gap,97,True,94.25092904259823,47,4,12
final_measured_gap_top1_completion,97,True,95.06910388939117,49,1,0
strict_measured_top16,98,False,nan,,0,0
unrestricted_top16_projection_gap,98,True,99.08616149075458,49,1,6
current_action_projection_gap,98,True,97.21813202540565,49,1,5
top1_projection_gap,98,True,96.32970770087118,48,1,5
unrestricted_top8_projection_gap,98,True,97.48808634708658,49,3,12
final_measured_gap_top1_completion,98,True,96.32970770087118,48,1,0
strict_measured_top16,99,False,nan,,0,0
unrestricted_top16_projection_gap,99,True,98.80630470030053,52,1,6
current_action_projection_gap,99,True,98.62745503189747,52,1,6
top1_projection_gap,99,True,97.22520764937492,51,1,6
unrestricted_top8_projection_gap,99,True,96.62033966698759,51,2,9
final_measured_gap_top1_completion,99,True,97.22520764937492,51,1,0
