seed,method,L_position,centralized_utility,utility,normalized_utility,selected_ues,used_local_reexecutions,total_triggered_local_reexecutions
16,O-RAN negotiation-based ConMit,7.0,696.517994083357,677.109660983306,97.21352021556986,52,6,6
16,O-RAN negotiation-based ConMit,8.0,696.517994083357,677.109660983306,97.21352021556986,52,6,6
16,O-RAN negotiation-based ConMit,9.0,696.517994083357,677.109660983306,97.21352021556986,52,6,6
17,Quantum-classical hybrid,1.0,680.2750405904015,443.89661924340766,65.2525218120829,33,0,0
17,Quantum-classical hybrid,1.5,680.2750405904015,640.1556040543738,94.10246824560716,46,0,0
17,O-RAN fixed-priority ConMit,1.0,680.2750405904015,434.0937528333117,63.811506660095546,33,0,6
17,O-RAN fixed-priority ConMit,1.5,680.2750405904015,555.6340492652756,81.67785323757407,42,0,6
17,O-RAN negotiation-based ConMit,1.0,680.2750405904015,434.0937528333117,63.811506660095546,33,0,6
17,O-RAN negotiation-based ConMit,2.0,680.2750405904015,572.417342142517,84.14498665800288,43,1,6
17,O-RAN negotiation-based ConMit,3.0,680.2750405904015,572.417342142517,84.14498665800288,43,2,6
17,O-RAN negotiation-based ConMit,4.0,680.2750405904015,608.3065001674756,89.42067015122804,46,3,6
17,O-RAN negotiation-based ConMit,5.0,680.2750405904015,623.8916548136083,91.71167801072653,47,4,6
17,O-RAN negotiation-based ConMit,6.0,680.2750405904015,633.0364710213132,93.05596019984937,47,5,6
17,O-RAN negotiation-based ConMit,7.0,680.2750405904015,655.544270759849,96.36459250230774,49,6,6
17,O-RAN negotiation-based ConMit,8.0,680.2750405904015,655.544270759849,96.36459250230774,49,6,6
17,O-RAN negotiation-based ConMit,9.0,680.2750405904015,655.544270759849,96.36459250230774,49,6,6
18,Quantum-classical hybrid,1.0,683.4501833695285,562.9962661588924,82.37561125277962,42,0,0
18,Quantum-classical hybrid,1.5,683.4501833695285,675.7377534962819,98.87154469178382,54,0,0
18,O-RAN fixed-priority ConMit,1.0,683.4501833695285,531.375901565715,77.74903196981222,41,0,6
18,O-RAN fixed-priority ConMit,1.5,683.4501833695285,606.6816974190455,88.76750817857696,47,0,6
18,O-RAN negotiation-based ConMit,1.0,683.4501833695285,531.375901565715,77.74903196981222,41,0,6
18,O-RAN negotiation-based ConMit,2.0,683.4501833695285,606.6816974190455,88.76750817857696,47,1,6
18,O-RAN negotiation-based ConMit,3.0,683.4501833695285,612.5238705603055,89.62231417372017,48,2,6
18,O-RAN negotiation-based ConMit,4.0,683.4501833695285,616.6227531836145,90.22204810064676,49,3,6
18,O-RAN negotiation-based ConMit,5.0,683.4501833695285,649.6133441321583,95.04911403044056,51,4,6
18,O-RAN negotiation-based ConMit,6.0,683.4501833695285,657.3861445397936,96.1864025405283,52,5,6
18,O-RAN negotiation-based ConMit,7.0,683.4501833695285,669.9425402003232,98.02360969418278,53,6,6
18,O-RAN negotiation-based ConMit,8.0,683.4501833695285,669.9425402003232,98.02360969418278,53,6,6
18,O-RAN negotiation-based ConMit,9.0,683.4501833695285,669.9425402003232,98.02360969418278,53,6,6
19,Quantum-classical hybrid,1.0,709.9742956899012,547.6918313011453,77.1424873584949,38,0,0
19,Quantum-classical hybrid,1.5,709.9742956899012,671.9818107725619,94.64875205370345,45,0,0
19,O-RAN fixed-priority ConMit,1.0,709.9742956899012,509.5858762215623,71.77525712059533,36,0,5
19,O-RAN fixed-priority ConMit,1.5,709.9742956899012,608.9758999357324,85.774358822945,42,0,5
19,O-RAN negotiation-based ConMit,1.0,709.9742956899012,509.5858762215623,71.77525712059533,36,0,5
19,O-RAN negotiation-based ConMit,2.0,709.9742956899012,620.9650036380303,87.46302611344849,44,1,5
19,O-RAN negotiation-based ConMit,3.0,709.9742956899012,627.162377337628,88.33592725046438,44,2,5
